0.766	0.766	0.766	0.6	0.6	0.766	0.234
0.728	0.728	0.728	0.608	0.608	0.728	0.27
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.858	0.858	0.858	0.712	0.712	0.858	0.142
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.836	0.836	0.836	0.754	0.754	0.836	0.164
1.0	1.0	1.0	0.99	0.99	1.0	0.0
0.79	0.79	0.79	0.724	0.724	0.79	0.21
1.0	1.0	1.0	0.998	0.998	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.994	0.994	0.994	0.916	0.916	0.994	0.006
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.994	0.994	0.994	0.924	0.924	0.994	0.006
0.708	0.708	0.708	0.616	0.616	0.708	0.292
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.69	0.69	0.69	0.594	0.594	0.69	0.31
0.726	0.726	0.726	0.608	0.608	0.726	0.274
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.72	0.72	0.72	0.622	0.622	0.72	0.276
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.782	0.782	0.782	0.69	0.69	0.782	0.218
1.0	1.0	1.0	0.998	0.998	1.0	0.0
0.728	0.728	0.728	0.632	0.632	0.728	0.272
1.0	1.0	1.0	0.994	0.994	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.996	0.996	0.996	0.932	0.932	0.996	0.004
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.99	0.99	0.99	0.93	0.93	0.99	0.01
0.688	0.688	0.688	0.6	0.6	0.688	0.312
0.732	0.732	0.732	0.604	0.604	0.732	0.268
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.65	0.65	0.65	0.558	0.558	0.65	0.35
0.636	0.636	0.636	0.556	0.556	0.636	0.364
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.8	0.8	0.8	0.688	0.688	0.8	0.2
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.732	0.732	0.732	0.618	0.618	0.732	0.268
1.0	1.0	1.0	0.978	0.978	1.0	0.0
0.67	0.67	0.67	0.59	0.59	0.67	0.326
1.0	1.0	1.0	0.996	0.996	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.994	0.994	0.994	0.912	0.912	0.994	0.006
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.982	0.982	0.982	0.904	0.904	0.982	0.018
0.612	0.612	0.612	0.548	0.548	0.612	0.388
0.746	0.746	0.746	0.652	0.652	0.746	0.254
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
