0.976	0.976	0.976	0.884	0.884	0.976	0.024
0.974	0.974	0.974	0.878	0.878	0.974	0.026
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.994	0.994	0.994	0.928	0.928	0.994	0.006
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.996	0.996	0.996	0.97	0.97	0.996	0.004
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.984	0.984	0.984	0.94	0.94	0.984	0.016
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.94	0.94	0.94	0.88	0.88	0.94	0.06
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.954	0.954	0.954	0.876	0.876	0.954	0.046
0.958	0.958	0.958	0.88	0.88	0.958	0.042
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.964	0.964	0.964	0.9	0.9	0.964	0.036
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.984	0.984	0.984	0.902	0.902	0.984	0.016
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.944	0.944	0.944	0.88	0.88	0.944	0.056
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.932	0.932	0.932	0.854	0.854	0.932	0.068
0.98	0.98	0.98	0.908	0.908	0.98	0.02
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.924	0.924	0.924	0.848	0.848	0.924	0.076
0.932	0.932	0.932	0.846	0.846	0.932	0.068
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.972	0.972	0.972	0.884	0.884	0.972	0.028
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.966	0.966	0.966	0.902	0.902	0.966	0.034
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.938	0.938	0.938	0.884	0.884	0.938	0.062
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.828	0.828	0.828	0.758	0.758	0.828	0.172
0.964	0.964	0.964	0.86	0.86	0.964	0.036
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
