0.856	0.856	0.856	0.622	0.63	0.736	0.144
0.888	0.888	0.888	0.612	0.614	0.752	0.112
0.986	0.986	1.0	0.978	0.986	0.986	0.0
0.984	0.984	0.984	0.806	0.806	0.942	0.016
0.98	0.98	0.98	0.806	0.806	0.954	0.02
1.0	1.0	1.0	0.932	0.932	1.0	0.0
0.966	0.966	0.966	0.706	0.712	0.9	0.034
0.992	0.992	0.992	0.784	0.784	0.976	0.008
1.0	1.0	1.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.866	0.866	0.866	0.826	0.826	0.866	0.134
0.856	0.856	0.996	0.856	0.856	0.996	0.004
0.884	0.884	0.884	0.838	0.878	0.84	0.116
0.842	0.842	0.842	0.54	0.748	0.57	0.158
0.934	0.934	0.934	0.934	0.934	0.934	0.066
0.804	0.804	0.804	0.728	0.77	0.762	0.196
0.964	0.964	0.964	0.884	0.884	0.964	0.036
0.848	0.848	0.848	0.776	0.778	0.846	0.152
0.928	0.928	0.928	0.904	0.904	0.924	0.072
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.76	0.76	0.76	0.692	0.72	0.726	0.24
0.89	0.89	0.89	0.692	0.692	0.89	0.11
1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.8	0.8	1.0	0.8	0.8	1.0	0.0
0.77	0.77	0.77	0.55	0.55	0.754	0.228
0.78	0.78	0.78	0.608	0.608	0.762	0.218
0.992	0.992	0.992	0.978	0.992	0.978	0.008
0.952	0.952	0.952	0.84	0.84	0.94	0.048
0.942	0.942	0.942	0.804	0.804	0.93	0.058
1.0	1.0	1.0	0.936	0.936	1.0	0.0
0.954	0.954	0.954	0.474	0.486	0.916	0.044
0.986	0.986	0.986	0.608	0.608	0.986	0.014
1.0	1.0	1.0	0.952	0.952	1.0	0.0
1.0	1.0	1.0	0.948	0.948	1.0	0.0
0.888	0.888	0.888	0.73	0.73	0.888	0.112
0.822	0.822	0.822	0.714	0.714	0.822	0.178
0.79	0.79	0.79	0.632	0.716	0.688	0.21
0.812	0.812	0.812	0.482	0.702	0.512	0.188
0.936	0.936	0.936	0.9	0.928	0.9	0.064
0.832	0.832	0.832	0.688	0.806	0.702	0.168
0.972	0.972	0.972	0.9	0.9	0.972	0.028
0.87	0.87	0.87	0.786	0.794	0.862	0.13
0.948	0.948	0.948	0.896	0.902	0.938	0.052
0.906	0.906	0.906	0.836	0.836	0.906	0.094
0.776	0.776	0.776	0.71	0.73	0.754	0.224
0.894	0.894	0.894	0.7	0.7	0.894	0.106
0.814	0.814	0.814	0.766	0.766	0.81	0.186
0.776	0.776	0.776	0.766	0.776	0.766	0.224
0.73	0.73	0.73	0.606	0.606	0.73	0.27
0.738	0.738	0.738	0.57	0.57	0.738	0.26
0.98	0.98	0.98	0.976	0.98	0.976	0.02
0.94	0.94	0.94	0.798	0.798	0.94	0.06
0.886	0.886	0.886	0.788	0.788	0.886	0.114
0.996	0.996	0.996	0.942	0.942	0.996	0.004
0.934	0.934	0.934	0.462	0.462	0.928	0.066
0.982	0.982	0.982	0.618	0.618	0.982	0.018
0.998	0.998	0.998	0.948	0.948	0.998	0.002
1.0	1.0	1.0	0.94	0.94	1.0	0.0
0.844	0.844	0.844	0.696	0.696	0.844	0.156
0.856	0.856	0.856	0.768	0.768	0.856	0.144
0.838	0.838	0.838	0.714	0.74	0.8	0.162
0.81	0.81	0.81	0.53	0.688	0.572	0.19
0.964	0.964	0.964	0.964	0.964	0.964	0.036
0.808	0.808	0.808	0.736	0.776	0.768	0.192
0.938	0.938	0.938	0.836	0.836	0.938	0.062
0.854	0.854	0.854	0.792	0.794	0.848	0.146
0.91	0.91	0.91	0.862	0.862	0.91	0.09
0.978	0.978	0.978	0.886	0.886	0.978	0.022
0.794	0.794	0.794	0.706	0.746	0.748	0.206
0.88	0.88	0.88	0.698	0.698	0.88	0.12
0.906	0.906	0.906	0.834	0.834	0.906	0.094
0.83	0.83	0.83	0.83	0.83	0.83	0.17
0.91	0.91	0.91	0.848	0.848	0.91	0.09
